name
鹿肾
桂皮油
环轮宁
亮菌甲素
黄草
磷离子
薄菏
檀香等药
大芦
白果仁
石榴子
硇砂
蜜蜂巢脾
老鹳草
白螺蛳壳
当归浸膏
葎草
眼用炉甘石
上荆皮
牛尾蒿
饿蚂蝗
鸡骨草
鸡蛋壳粉
猪苓
香油
鹤虱
成分
连翘薄荷
鹿肉
硫酸软骨素
壁钱炭
轻粉
雌二醇
穿心莲内酯
己酮可可碱
金樱子
骨皮鹿茸
芦根
沙参
黄茂
广金钱草
祖司麻
含甲硝唑
生地黄
薄荷油升
王不留行
木香花椒
西洋参
羊脑粉
珠芽蓼
盐酸曲马多
吡罗昔康
海金沙藤
鹿胎
每含樟脑
炮制
黑豆
地榆
车前仁
破天菜
炒青皮
合欢皮
苦地丁
异甘草酸镁
黑油
苯苄唑
生蒲黄
大红袍
呋塞米
珍珠香
多肽及核糖
苍朮
处方组分
绒楠
渗透压
益母草膏
无机盐
零陵香
槐角
甘蔗
绒毛龙穿草
制山茱萸
猪肚木皮
金莲花
大戟
丹参
薄荷脑等
甜菊苷
磁石
每片含量
黑紫藜芦
碳酸氢纳
牛磺酸
鲜守宫
党党参
肉豆蔻仁
小檗皮
天仙子浸膏
黑骨藤
杜仲叶
青礞石
大腹皮
蜀葵子
野菊花
款冬花等
藏木通
狗肝菜
佐太
竹叶花椒
胖大海
曲匹地尔
乌梅肉
陈皮二两
宽筋藤
本品为丹参
土荆芥
龙虱
西洛他唑
沙棘汁
积壳
五倍子
水田七
地骨皮
乙酰水杨酸
苯扎溴胺
多刺绿绒蒿
鱼腥草素钠
石菖蒲粉
鹿角霜
葛根素
肺炎双球菌
草河车
马钱子粉
车前于
桔络
每袋
枇把叶
制成
蔗糖粉
丁香罗勒油
荆芥甘草
当归尾
芬太尼
铁包金
利血平
桂圆
生姜
苦荬菜
连翘牡丹皮
肉桂各
杏香兔耳风
香精
焦糖适量
麻黄枇杷叶
呋喃唑酮
蒲黄
陈醋
安吖啶
金铁锁
藿香油
碳酸钙
纯化
片姜黄
鲜竹沥
四川川乌
橙皮
沙杨酸甲酯
淀粉乳糖
九节茶
廣藿香油
阿司匹林
金牛草
盐酸仑特罗
氯雷他定
当归干浸膏
阳起石
钝顶螺旋藻
白檀香
异丙托溴铵
白芷
骨碎补
硫酸钾
红花醌甙
鱼肝油
盐酸吗啡
辅科为庶糖
二甲苯麝香
磷酸氢钙各
三角风
鸭脚木皮
盐酸吗啉呱
吉他霉素
白芨
白花龙胆
中性胰岛素
白扁豆
赛北紫堇
含酮洛芬
川贝叶
麻雀
甘草流浸膏
黄苹
白芍
本品主要含
珍珠粉
桔梗薄荷
构把子
大黄和栀子
甘草干浸膏
白英
小槐花
山楂叶
乌鸡
仙鹤瓦楞子
每片含大黄
山栀茶
藤合欢
羊角
甘草膏
丙二醇
胆南星
赤勺
血红素铁
防腐剂适量
垂头菊
成份栀子
黄芬
黄芪
益智
盒果腾
黄芩
稀莶草
豆油
阿司帕坦
黄毛耳草
大戟膏
苦参素
色素
倒扣草
多种氨基酸
研细
山楂制成
水三七
果糖
熊胆粉
熊去氧胆酸
三七肉桂
轮叶棘豆
琥珀酸亚铁
人工竺黄
多叶棘豆
栀子浸膏
主要由人参
茯苓三两
西红花
过岗龙
芙蓉叶
枸杞子液
肼苯达嗪
槐耳菌质
萘哌地尔
鹿衔草
琥珀氯霉素
维生素
参三七
焦谷芽
水杨酸乙酯
竹根七
福辛普列钠
虫草菌精粉
植物油
路路通
茜草滕
白头翁
黄蜀葵花
血竭赤芍
苏木赤芍
盐酸组氨酸
槟榔
辅料为红糖
怀牛膝
牛角尖粉
对乙酰氨酚
薄公英
朱砂
银杏提取物
桃十二
黄柏等药材
碘苯酯
金盏银盘
藏红花
胆碱
原蚕蛾
老鼠七
藤黄
羌活大黄
丁香蓼
炙乳香
甲氧苄啶
聚山梨脂
芬布芬
肉桂叶
氯美扎酮
绞股兰
神香草
奥硝唑
土甘草
柳枝
桑椹
赤小豆
地桃花
猪笼草
九龙藤
制何首乌
川萆薢
玉葡萄根
每氯化钠
猴头菌丝体
紫地榆
姜膏
水牛角粉
托西溴苄胺
伏立康唑
泛酸钙
收获病毒液
紫草茸
化学名称为
胰激肽原酶
茧丝子
盐酸川芎嗪
异烟肼
人工牛黄
心脉隆浸膏
头孢氨苄
圆柏枝
生天南星
炔诺孕酮
盐肤木
金腰草
满山白
麻疹
苯并二塞平
没药
蛇胆汁
圣地红景天
溴化钾
无机钙
钻地风
辛夷
驴肾
小红参
草豆蔻
硬质酸镁
雪莲花
浮小麦等
玉叶金花
麦芽糖
盐酸氯喘
鸡冠花
龙葵
石韦
穿山龙
老鹤草
白藓皮
粉葛
糊精制成
僵蚕
主要药味
着色剂
